Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Frank Kaminsky,PHX,vs.BKN,11/10/2019,W,28,2,1,7,14.3,0,4,0.0,0,2,0.0,0,6,6,2,0,1,0,4,14
Kelly Oubre Jr.,PHX,vs.BKN,11/10/2019,W,31,18,6,11,54.5,2,4,50.0,4,4,100,1,4,5,0,1,0,2,2,23
Tyler Johnson,PHX,vs.BKN,11/10/2019,W,17,14,5,12,41.7,3,7,42.9,1,2,50.0,0,0,0,2,0,0,0,1,-12
Joe Harris,BKN,@PHX,11/10/2019,L,22,4,2,6,33.3,0,4,0.0,0,0,-,1,3,4,1,1,0,3,1,-35
Spencer Dinwiddie,BKN,@PHX,11/10/2019,L,26,18,6,16,37.5,1,5,20.0,5,5,100,0,3,3,6,1,0,1,2,-4
Kyrie Irving,BKN,@PHX,11/10/2019,L,25,15,7,16,43.8,1,6,16.7,0,0,-,1,3,4,5,0,0,1,2,-31
Elie Okobo,PHX,vs.BKN,11/10/2019,W,5,4,1,2,50.0,0,1,0.0,2,2,100,0,0,0,2,1,0,0,0,-1
Jevon Carter,PHX,vs.BKN,11/10/2019,W,5,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,1,0,0,-1
Mikal Bridges,PHX,vs.BKN,11/10/2019,W,26,5,2,7,28.6,1,3,33.3,0,0,-,1,5,6,2,2,1,1,0,-8
Cheick Diallo,PHX,vs.BKN,11/10/2019,W,4,3,1,1,100,0,0,-,1,2,50.0,0,1,1,1,0,0,0,1,-1
Devin Booker,PHX,vs.BKN,11/10/2019,W,32,27,10,14,71.4,4,5,80.0,3,3,100,0,2,2,9,0,0,2,0,40
Dario Saric,PHX,vs.BKN,11/10/2019,W,26,12,3,8,37.5,2,5,40.0,4,4,100,1,3,4,3,1,0,1,2,27
Kevin Porter Jr.,CLE,@NYK,11/10/2019,W,23,6,3,8,37.5,0,3,0.0,0,0,-,1,3,4,0,1,0,0,1,-4
Damyean Dotson,NYK,vs.CLE,11/10/2019,L,21,10,4,11,36.4,2,6,33.3,0,0,-,0,1,1,1,1,1,0,0,2
Jordan Clarkson,CLE,@NYK,11/10/2019,W,20,17,6,14,42.9,1,4,25.0,4,4,100,0,3,3,1,2,0,3,2,-5
Marcus Morris Sr.,NYK,vs.CLE,11/10/2019,L,32,9,3,12,25.0,0,5,0.0,3,5,60.0,0,6,6,1,0,0,2,4,-28
Bobby Portis,NYK,vs.CLE,11/10/2019,L,29,4,2,10,20.0,0,2,0.0,0,0,-,7,4,11,3,3,1,1,1,-3
Tristan Thompson,CLE,@NYK,11/10/2019,W,31,9,4,9,44.4,0,0,-,1,2,50.0,3,6,9,1,1,1,1,4,33
Kevin Love,CLE,@NYK,11/10/2019,W,32,17,4,11,36.4,0,3,0.0,9,9,100,2,6,8,2,0,0,3,2,15
Allonzo Trier,NYK,vs.CLE,11/10/2019,L,16,13,5,5,100,3,3,100,0,0,-,0,1,1,2,0,1,3,2,-13
Darius Garland,CLE,@NYK,11/10/2019,W,34,12,3,8,37.5,0,1,0.0,6,6,100,0,3,3,6,1,0,4,0,26
Frank Ntilikina,NYK,vs.CLE,11/10/2019,L,35,4,1,4,25.0,0,2,0.0,2,2,100,0,6,6,6,2,2,2,4,-12
Julius Randle,NYK,vs.CLE,11/10/2019,L,31,20,6,14,42.9,1,2,50.0,7,10,70.0,4,12,16,1,0,0,4,4,-22
Wayne Ellington,NYK,vs.CLE,11/10/2019,L,8,3,1,2,50.0,1,2,50.0,0,0,-,0,2,2,0,0,0,2,1,-5
Taj Gibson,NYK,vs.CLE,11/10/2019,L,17,4,2,6,33.3,0,0,-,0,0,-,4,1,5,2,2,0,3,4,-16
Tyler Cook,CLE,@NYK,11/10/2019,W,5,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-9
Collin Sexton,CLE,@NYK,11/10/2019,W,30,31,10,16,62.5,5,8,62.5,6,8,75.0,1,1,2,3,1,0,0,3,26
Alfonzo McKinnie,CLE,@NYK,11/10/2019,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-1
Cedi Osman,CLE,@NYK,11/10/2019,W,25,5,2,8,25.0,1,6,16.7,0,0,-,0,2,2,5,1,0,1,2,25
Matthew Dellavedova,CLE,@NYK,11/10/2019,W,12,0,0,3,0.0,0,1,0.0,0,0,-,1,3,4,1,1,1,0,2,-5
Kevin Knox II,NYK,vs.CLE,11/10/2019,L,22,9,2,9,22.2,1,5,20.0,4,6,66.7,2,1,3,2,2,2,1,3,9
RJ Barrett,NYK,vs.CLE,11/10/2019,L,24,9,4,11,36.4,1,4,25.0,0,2,0.0,0,1,1,1,1,0,3,3,-21
Ignas Brazdeikis,NYK,vs.CLE,11/10/2019,L,4,2,1,2,50.0,0,0,-,0,0,-,0,0,0,0,0,1,0,0,4
Larry Nance Jr.,CLE,@NYK,11/10/2019,W,26,9,3,4,75.0,1,2,50.0,2,2,100,1,8,9,1,3,0,2,3,4
OG Anunoby,TOR,@LAL,11/10/2019,W,26,7,2,6,33.3,1,3,33.3,2,2,100,0,3,3,0,1,0,1,3,-4
LeBron James,LAL,vs.TOR,11/10/2019,L,35,13,5,15,33.3,0,2,0.0,3,6,50.0,3,10,13,15,0,1,2,0,-6
Dwight Howard,LAL,vs.TOR,11/10/2019,L,17,9,3,3,100,0,0,-,3,5,60.0,2,4,6,0,0,0,0,3,-4
Matt Thomas,TOR,@LAL,11/10/2019,W,15,5,2,3,66.7,1,2,50.0,0,1,0.0,0,0,0,2,0,0,0,2,11
Terence Davis,TOR,@LAL,11/10/2019,W,17,13,5,8,62.5,3,5,60.0,0,0,-,1,4,5,3,0,0,1,1,13
Chris Boucher,TOR,@LAL,11/10/2019,W,24,15,7,11,63.6,1,4,25.0,0,2,0.0,1,1,2,1,2,3,0,2,3
Kyle Kuzma,LAL,vs.TOR,11/10/2019,L,24,15,6,13,46.2,3,7,42.9,0,0,-,0,5,5,0,0,0,0,3,-12
Alex Caruso,LAL,vs.TOR,11/10/2019,L,17,3,1,3,33.3,0,1,0.0,1,2,50.0,0,2,2,4,0,0,1,1,-4
Pascal Siakam,TOR,@LAL,11/10/2019,W,42,24,9,25,36.0,1,8,12.5,5,8,62.5,2,9,11,4,1,3,3,2,15
Rondae Hollis-Jefferson,TOR,@LAL,11/10/2019,W,15,10,4,6,66.7,0,0,-,2,2,100,1,2,3,2,0,0,1,3,6
Troy Daniels,LAL,vs.TOR,11/10/2019,L,17,11,4,7,57.1,3,5,60.0,0,0,-,0,4,4,0,0,1,0,1,-2
Fred VanVleet,TOR,@LAL,11/10/2019,W,39,23,8,18,44.4,4,9,44.4,3,4,75.0,0,7,7,10,2,0,3,1,-6
Norman Powell,TOR,@LAL,11/10/2019,W,26,14,5,9,55.6,1,3,33.3,3,3,100,1,4,5,2,0,2,1,1,2
Stanley Johnson,TOR,@LAL,11/10/2019,W,3,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-2
Marc Gasol,TOR,@LAL,11/10/2019,W,33,2,1,2,50.0,0,1,0.0,0,0,-,1,6,7,2,0,0,3,2,7
Quinn Cook,LAL,vs.TOR,11/10/2019,L,12,7,3,5,60.0,1,1,100,0,0,-,0,1,1,3,1,0,1,1,-5
Kentavious Caldwell-Pope,LAL,vs.TOR,11/10/2019,L,4,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,-10
Anthony Davis,LAL,vs.TOR,11/10/2019,L,38,27,10,20,50.0,2,5,40.0,5,6,83.3,3,5,8,3,2,4,5,3,-6
Avery Bradley,LAL,vs.TOR,11/10/2019,L,31,9,4,10,40.0,1,4,25.0,0,0,-,3,1,4,4,2,0,1,4,5
Danny Green,LAL,vs.TOR,11/10/2019,L,27,0,0,5,0.0,0,4,0.0,0,0,-,1,2,3,2,1,1,1,1,-3
JaVale McGee,LAL,vs.TOR,11/10/2019,L,14,10,5,11,45.5,0,0,-,0,0,-,1,3,4,0,0,0,1,3,3
Jared Dudley,LAL,vs.TOR,11/10/2019,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-1
Malik Monk,CHA,@PHI,11/10/2019,L,27,15,4,8,50.0,2,5,40.0,5,6,83.3,0,8,8,3,1,0,3,0,1
Al Horford,PHI,vs.CHA,11/10/2019,W,27,15,7,9,77.8,0,1,0.0,1,1,100,1,6,7,5,1,0,2,1,25
Tobias Harris,PHI,vs.CHA,11/10/2019,W,29,14,6,9,66.7,0,1,0.0,2,2,100,2,5,7,5,1,2,4,1,25
Kyle O'Quinn,PHI,vs.CHA,11/10/2019,W,8,0,0,0,-,0,0,-,0,0,-,0,1,1,1,0,0,2,2,-16
Josh Richardson,PHI,vs.CHA,11/10/2019,W,32,11,4,9,44.4,3,6,50.0,0,0,-,1,6,7,6,1,0,3,3,20
Trey Burke,PHI,vs.CHA,11/10/2019,W,19,12,4,8,50.0,1,1,100,3,4,75.0,2,3,5,4,2,0,1,0,1
Devonte' Graham,CHA,@PHI,11/10/2019,L,34,19,6,15,40.0,4,8,50.0,3,4,75.0,0,0,0,10,1,0,2,1,9
Cody Martin,CHA,@PHI,11/10/2019,L,11,5,2,3,66.7,1,1,100,0,0,-,0,0,0,0,0,0,0,4,-3
James Ennis III,PHI,vs.CHA,11/10/2019,W,15,9,4,8,50.0,1,4,25.0,0,0,-,1,3,4,0,0,0,0,1,-7
Mike Scott,PHI,vs.CHA,11/10/2019,W,21,9,4,9,44.4,1,3,33.3,0,0,-,1,4,5,0,1,0,1,1,-2
Bismack Biyombo,CHA,@PHI,11/10/2019,L,13,7,2,5,40.0,0,0,-,3,4,75.0,1,2,3,1,0,0,1,2,-14
Marvin Williams,CHA,@PHI,11/10/2019,L,15,0,0,1,0.0,0,0,-,0,0,-,0,2,2,0,0,1,0,1,-13
Joel Embiid,PHI,vs.CHA,11/10/2019,W,26,18,6,10,60.0,0,1,0.0,6,7,85.7,2,7,9,3,2,2,2,2,11
P.J. Washington,CHA,@PHI,11/10/2019,L,37,15,6,11,54.5,3,4,75.0,0,0,-,0,4,4,0,4,0,0,0,2
Miles Bridges,CHA,@PHI,11/10/2019,L,38,7,3,10,30.0,1,5,20.0,0,1,0.0,0,5,5,4,0,0,2,2,5
Raul Neto,PHI,vs.CHA,11/10/2019,W,29,9,4,8,50.0,1,3,33.3,0,0,-,0,1,1,4,1,0,2,2,7
Jonah Bolden,PHI,vs.CHA,11/10/2019,W,3,0,0,0,-,0,0,-,0,2,0.0,0,0,0,0,0,0,1,0,-11
Matisse Thybulle,PHI,vs.CHA,11/10/2019,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,2,0,-11
Cody Zeller,CHA,@PHI,11/10/2019,L,27,24,10,13,76.9,2,4,50.0,2,3,66.7,5,2,7,0,1,0,1,3,2
Furkan Korkmaz,PHI,vs.CHA,11/10/2019,W,28,17,7,14,50.0,3,8,37.5,0,0,-,0,3,3,1,0,1,0,3,-2
Terry Rozier,CHA,@PHI,11/10/2019,L,22,13,5,12,41.7,1,4,25.0,2,2,100,0,1,1,4,2,0,3,4,-9
Dwayne Bacon,CHA,@PHI,11/10/2019,L,17,1,0,6,0.0,0,2,0.0,1,2,50.0,0,1,1,0,0,0,1,2,-20
Solomon Hill,MEM,vs.DAL,11/09/2019,L,15,3,1,3,33.3,1,2,50.0,0,2,0.0,1,4,5,0,0,0,0,3,-8
Justin Jackson,DAL,@MEM,11/09/2019,W,25,17,6,10,60.0,4,7,57.1,1,2,50.0,2,2,4,0,0,0,0,1,13
Tyus Jones,MEM,vs.DAL,11/09/2019,L,28,14,6,8,75.0,2,3,66.7,0,1,0.0,0,2,2,8,1,0,3,0,-14
Tim Hardaway Jr.,DAL,@MEM,11/09/2019,W,22,20,7,14,50.0,5,9,55.6,1,1,100,0,0,0,1,0,0,0,1,19
Jalen Brunson,DAL,@MEM,11/09/2019,W,19,13,6,8,75.0,0,0,-,1,1,100,0,2,2,4,2,0,3,2,15
Dwight Powell,DAL,@MEM,11/09/2019,W,29,11,5,8,62.5,0,1,0.0,1,3,33.3,2,5,7,3,2,2,2,3,18
Dillon Brooks,MEM,vs.DAL,11/09/2019,L,20,5,2,8,25.0,1,5,20.0,0,0,-,4,1,5,4,0,0,2,5,-12
Bruno Caboclo,MEM,vs.DAL,11/09/2019,L,10,8,4,6,66.7,0,0,-,0,0,-,1,3,4,1,1,1,1,1,6
John Konchar,MEM,vs.DAL,11/09/2019,L,7,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3
Yuta Watanabe,MEM,vs.DAL,11/09/2019,L,3,4,2,2,100,0,0,-,0,0,-,0,1,1,0,0,0,0,1,5
Ryan Broekhoff,DAL,@MEM,11/09/2019,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-5
De'Anthony Melton,MEM,vs.DAL,11/09/2019,L,20,11,5,11,45.5,1,4,25.0,0,0,-,0,3,3,2,2,0,2,1,-2
Kyle Anderson,MEM,vs.DAL,11/09/2019,L,26,12,6,8,75.0,0,1,0.0,0,0,-,1,4,5,3,1,1,0,3,-2
Marko Guduric,MEM,vs.DAL,11/09/2019,L,28,14,5,9,55.6,1,2,50.0,3,3,100,1,2,3,4,2,0,1,0,-4
Jonas Valanciunas,MEM,vs.DAL,11/09/2019,L,23,10,3,11,27.3,0,4,0.0,4,4,100,1,2,3,3,0,1,1,2,-24
Luka Doncic,DAL,@MEM,11/09/2019,W,29,24,9,16,56.3,2,6,33.3,4,5,80.0,3,11,14,8,2,0,2,0,1
Dorian Finney-Smith,DAL,@MEM,11/09/2019,W,24,11,5,9,55.6,1,4,25.0,0,0,-,2,1,3,1,1,1,2,1,-4
Maxi Kleber,DAL,@MEM,11/09/2019,W,24,11,4,7,57.1,3,5,60.0,0,0,-,0,4,4,1,0,1,0,1,2
Boban Marjanovic,DAL,@MEM,11/09/2019,W,16,9,3,5,60.0,0,0,-,3,3,100,2,3,5,2,1,1,2,1,5
Seth Curry,DAL,@MEM,11/09/2019,W,25,16,4,12,33.3,3,7,42.9,5,5,100,0,1,1,1,0,0,2,3,-4
Delon Wright,DAL,@MEM,11/09/2019,W,24,6,3,8,37.5,0,3,0.0,0,0,-,1,6,7,6,0,0,1,1,20
Jae Crowder,MEM,vs.DAL,11/09/2019,L,31,18,6,12,50.0,4,9,44.4,2,2,100,0,4,4,4,3,2,1,2,-14
Jaren Jackson Jr.,MEM,vs.DAL,11/09/2019,L,30,23,10,17,58.8,2,6,33.3,1,2,50.0,1,3,4,2,0,1,4,4,-8
Glenn Robinson III,GSW,@OKC,11/09/2019,L,34,18,7,12,58.3,2,5,40.0,2,2,100,1,1,2,0,1,0,1,1,-17
Mike Muscala,OKC,vs.GSW,11/09/2019,W,16,9,3,5,60.0,3,5,60.0,0,0,-,0,4,4,2,0,0,1,0,22
Omari Spellman,GSW,@OKC,11/09/2019,L,12,4,1,4,25.0,0,0,-,2,2,100,2,1,3,1,1,0,1,0,-9
Chris Paul,OKC,vs.GSW,11/09/2019,W,31,16,5,11,45.5,0,3,0.0,6,6,100,0,5,5,9,3,0,3,2,10
Danilo Gallinari,OKC,vs.GSW,11/09/2019,W,30,21,6,11,54.5,4,6,66.7,5,6,83.3,1,4,5,3,0,0,1,1,4
Alec Burks,GSW,@OKC,11/09/2019,L,37,23,9,17,52.9,0,1,0.0,5,5,100,1,4,5,4,1,1,1,4,5
Marquese Chriss,GSW,@OKC,11/09/2019,L,24,10,4,7,57.1,0,1,0.0,2,2,100,1,3,4,1,0,2,2,1,5
Dennis Schroder,OKC,vs.GSW,11/09/2019,W,33,16,6,13,46.2,2,8,25.0,2,2,100,0,6,6,6,1,1,4,2,-5
Jordan Poole,GSW,@OKC,11/09/2019,L,35,4,2,6,33.3,0,2,0.0,0,0,-,0,3,3,6,2,0,2,4,-12
Darius Bazley,OKC,vs.GSW,11/09/2019,W,18,9,3,4,75.0,3,3,100,0,0,-,0,3,3,1,0,0,2,1,2
Ky Bowman,GSW,@OKC,11/09/2019,L,17,4,2,4,50.0,0,1,0.0,0,0,-,0,1,1,1,1,0,1,1,-5
Shai Gilgeous-Alexander,OKC,vs.GSW,11/09/2019,W,37,12,6,15,40.0,0,3,0.0,0,0,-,1,4,5,3,0,0,3,2,-2
Hamidou Diallo,OKC,vs.GSW,11/09/2019,W,23,8,4,6,66.7,0,0,-,0,0,-,0,3,3,2,2,0,1,2,25
Nerlens Noel,OKC,vs.GSW,11/09/2019,W,7,2,1,3,33.3,0,0,-,0,0,-,0,1,1,0,0,2,1,3,-15
Steven Adams,OKC,vs.GSW,11/09/2019,W,25,13,6,7,85.7,0,0,-,1,3,33.3,4,4,8,2,1,2,1,0,-1
Terrance Ferguson,OKC,vs.GSW,11/09/2019,W,20,8,3,4,75.0,2,2,100,0,0,-,1,1,2,2,0,0,1,4,-10
Damion Lee,GSW,@OKC,11/09/2019,L,22,5,2,7,28.6,1,4,25.0,0,0,-,1,6,7,2,1,0,0,0,3
D'Angelo Russell,GSW,@OKC,11/09/2019,L,34,30,10,19,52.6,4,8,50.0,6,6,100,0,3,3,7,2,0,4,2,11
Willie Cauley-Stein,GSW,@OKC,11/09/2019,L,24,10,5,9,55.6,0,0,-,0,0,-,0,6,6,0,0,3,3,5,-11
Cody Martin,CHA,vs.NOP,11/09/2019,L,21,9,4,7,57.1,0,2,0.0,1,2,50.0,0,3,3,2,2,0,1,4,6
Jaxson Hayes,NOP,@CHA,11/09/2019,W,18,9,3,3,100,0,0,-,3,4,75.0,0,1,1,0,0,2,0,2,-2
Devonte' Graham,CHA,vs.NOP,11/09/2019,L,31,24,5,14,35.7,4,10,40.0,10,13,76.9,2,3,5,10,2,0,4,2,4
Miles Bridges,CHA,vs.NOP,11/09/2019,L,25,12,5,11,45.5,2,6,33.3,0,0,-,3,5,8,1,0,2,1,3,-11
Dwayne Bacon,CHA,vs.NOP,11/09/2019,L,27,12,5,11,45.5,2,4,50.0,0,0,-,0,1,1,3,1,0,4,3,-13
Terry Rozier,CHA,vs.NOP,11/09/2019,L,35,18,5,14,35.7,3,7,42.9,5,5,100,0,5,5,6,0,0,3,3,-9
Bismack Biyombo,CHA,vs.NOP,11/09/2019,L,12,4,1,4,25.0,0,0,-,2,4,50.0,1,1,2,0,1,0,1,3,11
JJ Redick,NOP,@CHA,11/09/2019,W,29,22,6,13,46.2,5,9,55.6,5,5,100,0,5,5,0,2,2,4,3,15
Jrue Holiday,NOP,@CHA,11/09/2019,W,36,12,4,12,33.3,0,5,0.0,4,4,100,1,4,5,11,2,1,4,4,8
Derrick Favors,NOP,@CHA,11/09/2019,W,29,10,5,10,50.0,0,0,-,0,0,-,3,7,10,3,2,0,1,3,10
Kenrich Williams,NOP,@CHA,11/09/2019,W,28,15,6,8,75.0,3,5,60.0,0,2,0.0,2,3,5,3,2,1,0,3,7
Nickeil Alexander-Walker,NOP,@CHA,11/09/2019,W,8,5,2,4,50.0,1,2,50.0,0,0,-,0,2,2,0,0,0,5,2,-6
Nicolo Melli,NOP,@CHA,11/09/2019,W,5,0,0,2,0.0,0,2,0.0,0,0,-,1,0,1,0,0,0,3,0,-11
Marvin Williams,CHA,vs.NOP,11/09/2019,L,16,2,0,3,0.0,0,2,0.0,2,2,100,0,1,1,0,1,0,1,1,-3
Josh Hart,NOP,@CHA,11/09/2019,W,23,10,4,5,80.0,2,3,66.7,0,0,-,1,6,7,2,2,0,0,3,3
P.J. Washington,CHA,vs.NOP,11/09/2019,L,25,10,3,9,33.3,0,0,-,4,5,80.0,4,3,7,2,2,0,2,2,1
Frank Jackson,NOP,@CHA,11/09/2019,W,13,3,0,2,0.0,0,2,0.0,3,4,75.0,0,0,0,2,1,0,1,2,-2
E'Twaun Moore,NOP,@CHA,11/09/2019,W,14,4,2,4,50.0,0,1,0.0,0,0,-,0,0,0,0,1,0,1,2,-1
Malik Monk,CHA,vs.NOP,11/09/2019,L,19,9,4,8,50.0,1,3,33.3,0,0,-,0,2,2,1,0,0,2,3,2
Cody Zeller,CHA,vs.NOP,11/09/2019,L,28,10,4,7,57.1,0,1,0.0,2,3,66.7,3,5,8,2,1,0,2,3,-13
Brandon Ingram,NOP,@CHA,11/09/2019,W,36,25,8,12,66.7,3,4,75.0,6,11,54.5,1,8,9,4,1,0,7,4,4
Russell Westbrook,HOU,@CHI,11/09/2019,W,32,26,10,20,50.0,0,3,0.0,6,8,75.0,0,6,6,2,1,0,7,5,1
Danuel House Jr.,HOU,@CHI,11/09/2019,W,32,11,3,5,60.0,3,5,60.0,2,3,66.7,1,4,5,1,6,1,4,2,15
Ben McLemore,HOU,@CHI,11/09/2019,W,15,0,0,3,0.0,0,2,0.0,0,0,-,1,2,3,1,1,0,0,1,7
Chandler Hutchison,CHI,vs.HOU,11/09/2019,L,23,13,6,10,60.0,1,2,50.0,0,0,-,0,4,4,0,2,2,1,4,-14
Wendell Carter Jr.,CHI,vs.HOU,11/09/2019,L,29,13,5,9,55.6,0,1,0.0,3,3,100,4,12,16,2,0,2,0,3,-5
Lauri Markkanen,CHI,vs.HOU,11/09/2019,L,33,13,3,10,30.0,0,5,0.0,7,7,100,0,6,6,1,2,0,2,1,-18
Zach LaVine,CHI,vs.HOU,11/09/2019,L,32,11,5,17,29.4,1,7,14.3,0,0,-,1,0,1,5,2,1,4,3,-20
Tomas Satoransky,CHI,vs.HOU,11/09/2019,L,24,10,4,11,36.4,0,2,0.0,2,3,66.7,1,2,3,4,3,0,3,3,-14
Austin Rivers,HOU,@CHI,11/09/2019,W,26,6,2,4,50.0,2,3,66.7,0,2,0.0,1,3,4,2,0,0,0,1,13
Eric Gordon,HOU,@CHI,11/09/2019,W,21,9,3,9,33.3,3,7,42.9,0,0,-,0,2,2,0,0,0,4,3,8
P.J. Tucker,HOU,@CHI,11/09/2019,W,32,4,1,3,33.3,1,3,33.3,1,2,50.0,0,5,5,1,2,2,0,4,2
Chris Clemons,HOU,@CHI,11/09/2019,W,3,3,1,2,50.0,1,2,50.0,0,0,-,0,0,0,1,0,0,1,1,-2
Daniel Gafford,CHI,vs.HOU,11/09/2019,L,5,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-3
Luke Kornet,CHI,vs.HOU,11/09/2019,L,6,2,1,3,33.3,0,2,0.0,0,0,-,0,1,1,0,0,0,0,0,-9
Clint Capela,HOU,@CHI,11/09/2019,W,42,16,7,10,70.0,0,0,-,2,2,100,5,15,20,1,0,4,0,3,35
James Harden,HOU,@CHI,11/09/2019,W,36,42,12,27,44.4,9,19,47.4,9,11,81.8,1,9,10,9,2,0,6,1,36
Kris Dunn,CHI,vs.HOU,11/09/2019,L,22,7,3,9,33.3,1,3,33.3,0,0,-,1,2,3,4,2,0,0,1,-5
Coby White,CHI,vs.HOU,11/09/2019,L,27,10,4,16,25.0,0,6,0.0,2,3,66.7,0,3,3,1,1,0,2,2,-13
Thaddeus Young,CHI,vs.HOU,11/09/2019,L,24,13,5,9,55.6,1,3,33.3,2,2,100,3,2,5,3,1,0,1,1,-11
Ryan Arcidiacono,CHI,vs.HOU,11/09/2019,L,16,2,1,4,25.0,0,1,0.0,0,0,-,1,3,4,1,1,0,2,3,-3
Jakob Poeltl,SAS,vs.BOS,11/09/2019,L,13,3,1,4,25.0,0,0,-,1,2,50.0,3,3,6,3,0,0,1,3,-9
Grant Williams,BOS,@SAS,11/09/2019,W,18,0,0,3,0.0,0,2,0.0,0,1,0.0,1,3,4,2,0,2,1,3,-3
Robert Williams III,BOS,@SAS,11/09/2019,W,22,11,5,5,100,0,0,-,1,1,100,1,6,7,2,0,6,0,2,5
LaMarcus Aldridge,SAS,vs.BOS,11/09/2019,L,26,3,1,4,25.0,0,0,-,1,2,50.0,1,3,4,1,0,1,2,4,-12
Bryn Forbes,SAS,vs.BOS,11/09/2019,L,21,14,4,11,36.4,3,7,42.9,3,3,100,1,0,1,2,0,0,1,2,-15
Trey Lyles,SAS,vs.BOS,11/09/2019,L,21,10,3,5,60.0,3,5,60.0,1,1,100,0,8,8,0,0,1,2,1,-12
Carsen Edwards,BOS,@SAS,11/09/2019,W,3,3,0,0,-,0,0,-,3,3,100,0,1,1,0,0,0,1,1,-4
DeMarre Carroll,SAS,vs.BOS,11/09/2019,L,12,6,2,4,50.0,2,4,50.0,0,0,-,1,4,5,0,0,0,0,1,-6
Patty Mills,SAS,vs.BOS,11/09/2019,L,18,20,7,12,58.3,3,6,50.0,3,4,75.0,1,0,1,2,0,0,1,0,-17
Brad Wanamaker,BOS,@SAS,11/09/2019,W,17,7,3,5,60.0,1,1,100,0,0,-,0,1,1,2,2,0,1,1,1
Marcus Smart,BOS,@SAS,11/09/2019,W,25,16,5,10,50.0,4,9,44.4,2,2,100,0,3,3,3,2,0,0,2,-3
Jaylen Brown,BOS,@SAS,11/09/2019,W,32,30,10,18,55.6,1,3,33.3,9,10,90.0,1,6,7,3,1,0,0,3,21
Chimezie Metu,SAS,vs.BOS,11/09/2019,L,9,7,3,7,42.9,0,0,-,1,2,50.0,6,2,8,2,0,2,0,0,1
DeMar DeRozan,SAS,vs.BOS,11/09/2019,L,27,22,6,15,40.0,0,0,-,10,11,90.9,0,2,2,4,0,0,2,2,-16
Derrick White,SAS,vs.BOS,11/09/2019,L,26,9,3,9,33.3,1,2,50.0,2,2,100,2,2,4,1,0,3,0,4,-9
Javonte Green,BOS,@SAS,11/09/2019,W,13,6,3,5,60.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,3,8
Lonnie Walker IV,SAS,vs.BOS,11/09/2019,L,9,2,1,7,14.3,0,1,0.0,0,1,0.0,1,2,3,1,0,1,1,1,1
Vincent Poirier,BOS,@SAS,11/09/2019,W,2,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-1
Semi Ojeleye,BOS,@SAS,11/09/2019,W,2,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-1
Dejounte Murray,SAS,vs.BOS,11/09/2019,L,24,4,2,8,25.0,0,1,0.0,0,0,-,1,6,7,4,1,0,4,3,-8
Kemba Walker,BOS,@SAS,11/09/2019,W,32,26,9,20,45.0,4,10,40.0,4,4,100,2,3,5,8,1,1,0,2,21
Gordon Hayward,BOS,@SAS,11/09/2019,W,15,9,4,9,44.4,1,3,33.3,0,0,-,0,2,2,1,1,1,1,1,15
Jayson Tatum,BOS,@SAS,11/09/2019,W,34,19,6,13,46.2,2,6,33.3,5,6,83.3,1,6,7,4,3,0,2,3,23
Daniel Theis,BOS,@SAS,11/09/2019,W,23,8,3,4,75.0,1,2,50.0,1,1,100,1,5,6,2,1,1,2,4,18
Rudy Gay,SAS,vs.BOS,11/09/2019,L,15,6,3,6,50.0,0,1,0.0,0,0,-,4,3,7,1,0,0,1,0,-2
Marco Belinelli,SAS,vs.BOS,11/09/2019,L,19,9,3,7,42.9,2,3,66.7,1,2,50.0,0,1,1,3,0,0,0,1,4
Lonzo Ball,NOP,vs.TOR,11/08/2019,L,23,5,2,8,25.0,1,5,20.0,0,0,-,1,3,4,2,2,0,4,0,-9
JJ Redick,NOP,vs.TOR,11/08/2019,L,17,1,0,1,0.0,0,0,-,1,2,50.0,0,3,3,1,0,0,1,0,-13
Nicolo Melli,NOP,vs.TOR,11/08/2019,L,10,2,0,2,0.0,0,2,0.0,2,2,100,0,0,0,0,0,1,1,2,-7
Kyle Lowry,TOR,@NOP,11/08/2019,W,16,6,2,5,40.0,2,5,40.0,0,0,-,0,2,2,5,1,0,1,0,15
Serge Ibaka,TOR,@NOP,11/08/2019,W,12,8,3,6,50.0,0,0,-,2,2,100,1,5,6,0,0,0,1,1,9
