Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Anzejs Pasecniks,WAS,@MIN,01/01/2021,W,6,0,0,1,0.0,0,1,0.0,0,0,-,1,0,1,1,0,0,5,2,-13
Raul Neto,WAS,@MIN,01/01/2021,W,22,12,5,7,71.4,2,2,100,0,0,-,0,0,0,2,2,0,1,0,16
Bradley Beal,WAS,@MIN,01/01/2021,W,28,31,12,20,60.0,3,5,60.0,4,5,80.0,0,3,3,7,1,0,2,1,23
Jaden McDaniels,MIN,vs.WAS,01/01/2021,L,9,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,1,0,0,0,0,14
Anthony Edwards,MIN,vs.WAS,01/01/2021,L,26,17,7,16,43.8,2,8,25.0,1,4,25.0,0,3,3,2,0,1,3,2,-7
Naz Reid,MIN,vs.WAS,01/01/2021,L,24,17,7,10,70.0,1,3,33.3,2,3,66.7,1,5,6,1,1,2,2,4,4
Jarrett Culver,MIN,vs.WAS,01/01/2021,L,21,4,2,4,50.0,0,1,0.0,0,0,-,1,1,2,0,0,0,2,5,-13
Jake Layman,MIN,vs.WAS,01/01/2021,L,15,12,2,6,33.3,1,3,33.3,7,9,77.8,0,1,1,1,3,0,1,3,-1
De'Andre Hunter,ATL,@BKN,01/01/2021,W,31,23,9,10,90.0,3,4,75.0,2,2,100,1,5,6,1,0,0,0,2,0
Skylar Mays,ATL,@BKN,01/01/2021,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Nathan Knight,ATL,@BKN,01/01/2021,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Kevin Durant,BKN,vs.ATL,01/01/2021,L,37,28,10,21,47.6,2,7,28.6,6,6,100,1,7,8,4,1,2,5,0,-1
Jeff Green,BKN,vs.ATL,01/01/2021,L,8,7,3,3,100,0,0,-,1,2,50.0,0,0,0,1,0,0,0,2,-6
DeAndre Jordan,BKN,vs.ATL,01/01/2021,L,18,8,2,2,100,0,0,-,4,6,66.7,2,3,5,1,0,1,2,2,-9
Kyrie Irving,BKN,vs.ATL,01/01/2021,L,33,18,6,21,28.6,2,11,18.2,4,4,100,3,8,11,4,2,0,1,0,-3
Joe Harris,BKN,vs.ATL,01/01/2021,L,28,12,5,10,50.0,2,5,40.0,0,0,-,1,6,7,3,1,1,0,4,4
Tyler Johnson,BKN,vs.ATL,01/01/2021,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2
Caris LeVert,BKN,vs.ATL,01/01/2021,L,27,8,4,10,40.0,0,3,0.0,0,0,-,0,2,2,3,1,0,2,2,-17
Taurean Prince,BKN,vs.ATL,01/01/2021,L,14,5,1,2,50.0,1,1,100,2,2,100,0,3,3,0,0,1,1,2,-6
Timothe Luwawu-Cabarrot,BKN,vs.ATL,01/01/2021,L,21,2,1,7,14.3,0,5,0.0,0,0,-,0,1,1,1,0,0,2,0,-7
Jarrett Allen,BKN,vs.ATL,01/01/2021,L,22,5,2,3,66.7,0,0,-,1,1,100,2,2,4,0,0,1,0,2,-9
Bruce Brown,BKN,vs.ATL,01/01/2021,L,3,2,1,1,100,0,0,-,0,0,-,1,0,1,0,0,0,0,0,-4
Landry Shamet,BKN,vs.ATL,01/01/2021,L,17,0,0,2,0.0,0,2,0.0,0,0,-,0,1,1,1,1,0,2,1,-17
Reggie Perry,BKN,vs.ATL,01/01/2021,L,3,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,1,0,0,0,0,-4
Chris Chiozza,BKN,vs.ATL,01/01/2021,L,3,1,0,1,0.0,0,1,0.0,1,2,50.0,0,0,0,0,0,0,0,1,-4
Rodions Kurucs,BKN,vs.ATL,01/01/2021,L,3,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,-4
Cam Reddish,ATL,@BKN,01/01/2021,W,31,12,3,11,27.3,2,4,50.0,4,4,100,1,6,7,1,1,0,1,3,6
Brandon Goodwin,ATL,@BKN,01/01/2021,W,16,3,1,4,25.0,1,3,33.3,0,0,-,0,3,3,3,1,0,0,0,6
Trae Young,ATL,@BKN,01/01/2021,W,32,21,7,21,33.3,3,8,37.5,4,4,100,2,3,5,7,1,1,3,2,11
Kevin Huerter,ATL,@BKN,01/01/2021,W,21,10,4,8,50.0,2,5,40.0,0,0,-,0,1,1,2,4,0,2,3,13
Bruno Fernando,ATL,@BKN,01/01/2021,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,1,2
John Collins,ATL,@BKN,01/01/2021,W,25,20,9,14,64.3,2,5,40.0,0,0,-,2,6,8,2,0,1,0,3,9
Bogdan Bogdanovic,ATL,@BKN,01/01/2021,W,26,7,2,6,33.3,1,3,33.3,2,2,100,1,1,2,1,0,0,2,2,13
Clint Capela,ATL,@BKN,01/01/2021,W,30,12,6,10,60.0,0,0,-,0,2,0.0,3,8,11,6,0,0,1,3,11
Solomon Hill,ATL,@BKN,01/01/2021,W,24,6,2,9,22.2,2,7,28.6,0,0,-,0,4,4,1,1,1,0,1,16
Tim Hardaway Jr.,DAL,vs.MIA,01/01/2021,W,39,18,6,18,33.3,3,10,30.0,3,4,75.0,0,2,2,3,2,1,2,3,27
Precious Achiuwa,MIA,@DAL,01/01/2021,L,12,10,3,4,75.0,0,0,-,4,6,66.7,2,4,6,1,0,0,1,0,-5
James Johnson,DAL,vs.MIA,01/01/2021,W,12,8,3,5,60.0,2,2,100,0,0,-,0,3,3,1,2,0,2,3,2
Trey Burke,DAL,vs.MIA,01/01/2021,W,17,8,2,5,40.0,0,1,0.0,4,4,100,0,3,3,0,0,0,1,3,0
Tyler Herro,MIA,@DAL,01/01/2021,L,29,11,5,11,45.5,1,4,25.0,0,0,-,0,3,3,2,0,0,0,0,-16
Kendrick Nunn,MIA,@DAL,01/01/2021,L,6,0,0,2,0.0,0,0,-,0,0,-,0,0,0,0,0,0,1,1,-4
Duncan Robinson,MIA,@DAL,01/01/2021,L,33,5,1,8,12.5,1,8,12.5,2,4,50.0,0,6,6,3,1,0,2,1,-6
Bam Adebayo,MIA,@DAL,01/01/2021,L,36,19,8,12,66.7,0,0,-,3,4,75.0,2,9,11,2,4,0,3,3,-16
Luka Doncic,DAL,vs.MIA,01/01/2021,W,36,27,9,22,40.9,3,10,30.0,6,9,66.7,1,14,15,7,0,1,5,2,12
Andre Iguodala,MIA,@DAL,01/01/2021,L,13,3,1,5,20.0,1,3,33.3,0,0,-,0,2,2,0,1,0,0,3,-7
Goran Dragic,MIA,@DAL,01/01/2021,L,29,10,3,11,27.3,0,6,0.0,4,4,100,0,5,5,7,0,0,4,4,-12
Avery Bradley,MIA,@DAL,01/01/2021,L,18,15,5,8,62.5,2,4,50.0,3,4,75.0,0,1,1,1,0,0,0,5,-9
Jimmy Butler,MIA,@DAL,01/01/2021,L,27,2,0,6,0.0,0,0,-,2,3,66.7,1,2,3,2,2,0,3,1,-18
Maurice Harkless,MIA,@DAL,01/01/2021,L,8,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,3,-5
Jalen Brunson,DAL,vs.MIA,01/01/2021,W,12,2,1,5,20.0,0,0,-,0,0,-,0,3,3,2,2,0,1,1,2
Maxi Kleber,DAL,vs.MIA,01/01/2021,W,28,5,1,3,33.3,1,3,33.3,2,2,100,0,4,4,1,1,1,1,1,13
Dorian Finney-Smith,DAL,vs.MIA,01/01/2021,W,22,12,5,8,62.5,2,5,40.0,0,0,-,1,4,5,0,0,0,0,4,3
Josh Richardson,DAL,vs.MIA,01/01/2021,W,35,11,5,10,50.0,1,5,20.0,0,0,-,1,2,3,3,0,0,2,2,6
Willie Cauley-Stein,DAL,vs.MIA,01/01/2021,W,11,0,0,1,0.0,0,0,-,0,0,-,1,2,3,0,0,0,2,2,-1
Dwight Powell,DAL,vs.MIA,01/01/2021,W,28,2,0,1,0.0,0,1,0.0,2,4,50.0,0,8,8,1,2,0,0,4,12
Kelly Olynyk,MIA,@DAL,01/01/2021,L,29,8,3,10,30.0,2,7,28.6,0,0,-,0,3,3,2,2,2,0,3,-1
Bismack Biyombo,CHA,vs.MEM,01/01/2021,L,28,16,7,10,70.0,0,1,0.0,2,4,50.0,7,5,12,2,0,1,0,1,-17
Gorgui Dieng,MEM,@CHA,01/01/2021,W,22,14,5,9,55.6,2,5,40.0,2,2,100,2,6,8,1,0,2,1,1,-2
Kyle Anderson,MEM,@CHA,01/01/2021,W,29,18,7,15,46.7,2,6,33.3,2,2,100,1,10,11,5,2,1,0,2,25
Tyus Jones,MEM,@CHA,01/01/2021,W,29,6,3,7,42.9,0,2,0.0,0,0,-,0,1,1,12,2,0,1,0,25
Terry Rozier,CHA,vs.MEM,01/01/2021,L,28,6,1,11,9.1,1,3,33.3,3,3,100,1,1,2,2,1,0,4,2,-18
Devonte' Graham,CHA,vs.MEM,01/01/2021,L,25,3,1,10,10.0,1,6,16.7,0,0,-,0,2,2,5,2,0,0,1,-10
Brandon Clarke,MEM,@CHA,01/01/2021,W,32,15,6,11,54.5,1,4,25.0,2,2,100,1,3,4,3,0,2,2,3,12
Jalen McDaniels,CHA,vs.MEM,01/01/2021,L,16,7,2,3,66.7,0,1,0.0,3,4,75.0,1,4,5,2,0,0,1,1,-2
John Konchar,MEM,@CHA,01/01/2021,W,27,7,3,7,42.9,1,2,50.0,0,0,-,2,7,9,5,1,0,0,3,2
Caleb Martin,CHA,vs.MEM,01/01/2021,L,23,14,6,9,66.7,2,4,50.0,0,0,-,0,2,2,2,1,0,1,0,0
Jonas Valanciunas,MEM,@CHA,01/01/2021,W,26,14,6,9,66.7,0,0,-,2,4,50.0,3,7,10,1,1,0,2,3,17
Dillon Brooks,MEM,@CHA,01/01/2021,W,28,21,8,17,47.1,5,10,50.0,0,0,-,1,2,3,2,3,1,5,4,18
Desmond Bane,MEM,@CHA,01/01/2021,W,28,10,4,12,33.3,2,7,28.6,0,0,-,0,2,2,4,1,0,2,2,-5
Sean McDermott,MEM,@CHA,01/01/2021,W,19,3,1,3,33.3,1,3,33.3,0,0,-,0,0,0,1,0,0,2,0,-17
Miles Bridges,CHA,vs.MEM,01/01/2021,L,26,2,1,5,20.0,0,2,0.0,0,0,-,0,7,7,2,0,3,1,2,0
Cody Martin,CHA,vs.MEM,01/01/2021,L,15,4,2,4,50.0,0,1,0.0,0,1,0.0,0,1,1,1,1,0,0,0,7
P.J. Washington,CHA,vs.MEM,01/01/2021,L,23,10,3,6,50.0,2,4,50.0,2,4,50.0,0,4,4,0,1,0,6,3,-18
LaMelo Ball,CHA,vs.MEM,01/01/2021,L,27,15,6,14,42.9,2,7,28.6,1,2,50.0,1,2,3,6,2,0,2,2,0
Nick Richards,CHA,vs.MEM,01/01/2021,L,3,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,0,0,1,7
Gordon Hayward,CHA,vs.MEM,01/01/2021,L,27,14,5,13,38.5,1,2,50.0,3,3,100,0,3,3,1,1,0,3,2,-24
Donovan Mitchell,UTA,vs.PHX,12/31/2020,L,36,23,9,23,39.1,3,8,37.5,2,2,100,1,5,6,3,1,0,3,1,3
Georges Niang,UTA,vs.PHX,12/31/2020,L,6,0,0,2,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,-2
Royce O'Neale,UTA,vs.PHX,12/31/2020,L,35,8,3,6,50.0,2,3,66.7,0,0,-,1,8,9,1,1,1,2,2,3
Joe Ingles,UTA,vs.PHX,12/31/2020,L,32,5,2,7,28.6,1,5,20.0,0,0,-,1,0,1,4,1,0,1,3,-10
Jordan Clarkson,UTA,vs.PHX,12/31/2020,L,19,12,5,11,45.5,2,5,40.0,0,0,-,2,3,5,2,2,0,1,3,-8
Rudy Gobert,UTA,vs.PHX,12/31/2020,L,34,18,7,9,77.8,0,0,-,4,8,50.0,2,12,14,0,1,1,1,3,-3
Bojan Bogdanovic,UTA,vs.PHX,12/31/2020,L,29,3,0,5,0.0,0,4,0.0,3,4,75.0,0,1,1,1,0,0,3,0,-2
Chris Paul,PHX,@UTA,12/31/2020,W,30,11,4,13,30.8,2,4,50.0,1,1,100,1,3,4,8,0,0,3,2,6
Jae Crowder,PHX,@UTA,12/31/2020,W,37,16,6,11,54.5,4,9,44.4,0,0,-,1,5,6,1,2,1,1,3,12
Dario Saric,PHX,@UTA,12/31/2020,W,18,5,1,7,14.3,1,5,20.0,2,2,100,0,5,5,1,0,0,2,2,11
Langston Galloway,PHX,@UTA,12/31/2020,W,6,0,0,2,0.0,0,1,0.0,0,0,-,0,2,2,2,0,0,0,0,6
Frank Kaminsky,PHX,@UTA,12/31/2020,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1
Devin Booker,PHX,@UTA,12/31/2020,W,35,25,10,17,58.8,1,2,50.0,4,7,57.1,0,3,3,7,0,1,6,3,-2
Cameron Payne,PHX,@UTA,12/31/2020,W,18,10,4,8,50.0,2,3,66.7,0,0,-,0,1,1,2,0,0,1,3,-1
Mikal Bridges,PHX,@UTA,12/31/2020,W,37,16,6,9,66.7,4,6,66.7,0,0,-,1,5,6,0,2,1,0,0,-2
Jevon Carter,PHX,@UTA,12/31/2020,W,11,9,4,5,80.0,1,1,100,0,0,-,0,3,3,0,0,0,0,1,7
Deandre Ayton,PHX,@UTA,12/31/2020,W,28,4,2,8,25.0,0,0,-,0,0,-,2,7,9,3,1,2,1,3,-7
Cameron Johnson,PHX,@UTA,12/31/2020,W,18,10,4,4,100,2,2,100,0,0,-,0,2,2,2,0,1,1,0,7
Mike Conley,UTA,vs.PHX,12/31/2020,L,35,16,5,13,38.5,4,8,50.0,2,2,100,0,5,5,4,2,0,2,2,-7
Derrick Favors,UTA,vs.PHX,12/31/2020,L,14,10,4,8,50.0,0,0,-,2,3,66.7,3,2,5,1,0,1,0,0,-2
JJ Redick,NOP,@OKC,12/31/2020,W,17,3,1,4,25.0,1,4,25.0,0,0,-,0,2,2,1,0,0,0,1,9
Kira Lewis Jr.,NOP,@OKC,12/31/2020,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,6
Josh Hall,OKC,vs.NOP,12/31/2020,L,10,3,1,5,20.0,1,4,25.0,0,2,0.0,0,1,1,0,0,0,0,3,-13
Aleksej Pokusevski,OKC,vs.NOP,12/31/2020,L,21,3,1,4,25.0,1,4,25.0,0,0,-,0,5,5,4,2,1,6,1,-15
Theo Maledon,OKC,vs.NOP,12/31/2020,L,26,6,2,9,22.2,2,7,28.6,0,0,-,0,5,5,2,0,0,1,3,-13
Isaiah Roby,OKC,vs.NOP,12/31/2020,L,18,7,3,5,60.0,0,2,0.0,1,4,25.0,2,4,6,0,0,0,2,3,-15
Luguentz Dort,OKC,vs.NOP,12/31/2020,L,17,8,3,8,37.5,2,4,50.0,0,0,-,1,2,3,1,1,0,2,3,-1
Moses Brown,OKC,vs.NOP,12/31/2020,L,3,0,0,1,0.0,0,0,-,0,2,0.0,0,2,2,0,0,1,0,0,-6
Darius Bazley,OKC,vs.NOP,12/31/2020,L,27,7,2,6,33.3,0,3,0.0,3,3,100,1,3,4,2,0,1,4,2,-11
Eric Bledsoe,NOP,@OKC,12/31/2020,W,25,17,7,11,63.6,2,5,40.0,1,1,100,0,3,3,1,1,0,0,0,3
Steven Adams,NOP,@OKC,12/31/2020,W,31,14,7,13,53.8,0,0,-,0,0,-,6,4,10,2,1,1,0,1,15
Brandon Ingram,NOP,@OKC,12/31/2020,W,26,20,8,16,50.0,2,6,33.3,2,3,66.7,1,6,7,2,0,1,0,2,7
Lonzo Ball,NOP,@OKC,12/31/2020,W,32,16,7,15,46.7,2,7,28.6,0,1,0.0,1,7,8,9,1,0,3,2,13
Josh Hart,NOP,@OKC,12/31/2020,W,34,12,3,9,33.3,3,7,42.9,3,4,75.0,1,10,11,2,1,0,1,2,13
Sindarius Thornwell,NOP,@OKC,12/31/2020,W,3,0,0,0,-,0,0,-,0,0,-,0,1,1,0,2,0,0,0,6
Zion Williamson,NOP,@OKC,12/31/2020,W,17,12,4,6,66.7,0,0,-,4,6,66.7,4,1,5,1,0,0,3,4,8
Jaxson Hayes,NOP,@OKC,12/31/2020,W,14,0,0,2,0.0,0,0,-,0,2,0.0,1,5,6,1,0,2,2,3,14
Nickeil Alexander-Walker,NOP,@OKC,12/31/2020,W,19,14,6,13,46.2,2,5,40.0,0,0,-,0,3,3,1,2,0,3,1,3
Nicolo Melli,NOP,@OKC,12/31/2020,W,17,5,1,2,50.0,1,2,50.0,2,2,100,0,2,2,3,1,0,1,0,15
Al Horford,OKC,vs.NOP,12/31/2020,L,24,17,7,9,77.8,3,5,60.0,0,0,-,1,5,6,3,0,0,0,1,-7
George Hill,OKC,vs.NOP,12/31/2020,L,24,8,3,7,42.9,2,5,40.0,0,0,-,0,0,0,4,0,0,2,1,-7
Mike Muscala,OKC,vs.NOP,12/31/2020,L,16,10,4,7,57.1,2,5,40.0,0,0,-,0,2,2,1,0,0,0,0,-10
Hamidou Diallo,OKC,vs.NOP,12/31/2020,L,18,3,1,6,16.7,0,2,0.0,1,2,50.0,0,1,1,3,1,0,0,1,-12
Shai Gilgeous-Alexander,OKC,vs.NOP,12/31/2020,L,28,8,3,10,30.0,2,6,33.3,0,2,0.0,1,3,4,4,2,0,2,2,-14
Kenrich Williams,OKC,vs.NOP,12/31/2020,L,7,0,0,3,0.0,0,1,0.0,0,0,-,1,0,1,0,0,0,0,0,-14
Jared Harper,NYK,@TOR,12/31/2020,L,3,2,0,0,-,0,0,-,2,2,100,0,0,0,0,0,0,2,0,1
RJ Barrett,NYK,@TOR,12/31/2020,L,37,12,4,19,21.1,0,8,0.0,4,5,80.0,2,6,8,3,1,0,2,2,-20
Reggie Bullock,NYK,@TOR,12/31/2020,L,38,6,3,15,20.0,0,9,0.0,0,0,-,0,5,5,3,1,1,1,5,-9
Julius Randle,NYK,@TOR,12/31/2020,L,38,16,5,12,41.7,0,4,0.0,6,7,85.7,1,9,10,5,0,1,3,4,-18
Malachi Flynn,TOR,vs.NYK,12/31/2020,W,3,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-1
Yuta Watanabe,TOR,vs.NYK,12/31/2020,W,9,0,0,2,0.0,0,1,0.0,0,0,-,1,3,4,1,1,1,0,2,-8
Mitchell Robinson,NYK,@TOR,12/31/2020,L,25,4,2,4,50.0,0,0,-,0,0,-,2,5,7,0,2,0,1,4,0
Kevin Knox II,NYK,@TOR,12/31/2020,L,32,16,5,14,35.7,2,8,25.0,4,5,80.0,2,4,6,1,0,0,2,1,-14
Chris Boucher,TOR,vs.NYK,12/31/2020,W,24,9,3,9,33.3,1,4,25.0,2,5,40.0,2,7,9,2,0,1,2,4,11
OG Anunoby,TOR,vs.NYK,12/31/2020,W,35,5,1,10,10.0,0,7,0.0,3,4,75.0,2,5,7,2,1,0,1,3,22
Elfrid Payton,NYK,@TOR,12/31/2020,L,23,14,7,12,58.3,0,2,0.0,0,1,0.0,0,3,3,4,1,0,2,1,-14
Theo Pinson,NYK,@TOR,12/31/2020,L,3,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,1
Ignas Brazdeikis,NYK,@TOR,12/31/2020,L,1,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,0
Aron Baynes,TOR,vs.NYK,12/31/2020,W,15,3,1,3,33.3,1,3,33.3,0,0,-,1,3,4,1,0,0,1,3,0
Stanley Johnson,TOR,vs.NYK,12/31/2020,W,13,0,0,2,0.0,0,2,0.0,0,0,-,1,3,4,2,0,0,0,1,0
DeAndre' Bembry,TOR,vs.NYK,12/31/2020,W,3,0,0,0,-,0,0,-,0,0,-,0,2,2,1,0,0,1,1,-1
Fred VanVleet,TOR,vs.NYK,12/31/2020,W,36,25,9,19,47.4,4,9,44.4,3,3,100,1,4,5,7,1,1,1,0,21
Paul Watson,TOR,vs.NYK,12/31/2020,W,3,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,-1
Terence Davis,TOR,vs.NYK,12/31/2020,W,16,10,4,7,57.1,2,5,40.0,0,0,-,0,4,4,0,0,1,3,3,-5
Kyle Lowry,TOR,vs.NYK,12/31/2020,W,37,20,6,12,50.0,4,9,44.4,4,6,66.7,1,6,7,4,2,0,4,3,11
Austin Rivers,NYK,@TOR,12/31/2020,L,21,7,3,6,50.0,1,4,25.0,0,0,-,0,1,1,5,1,0,1,0,-4
Nerlens Noel,NYK,@TOR,12/31/2020,L,18,6,3,5,60.0,0,0,-,0,0,-,2,4,6,0,0,1,1,4,-8
Alex Len,TOR,vs.NYK,12/31/2020,W,13,11,3,4,75.0,3,3,100,2,2,100,0,2,2,0,0,1,0,0,8
Norman Powell,TOR,vs.NYK,12/31/2020,W,34,17,7,13,53.8,2,7,28.6,1,1,100,0,4,4,1,2,1,3,2,28
P.J. Tucker,HOU,vs.SAC,12/31/2020,W,32,0,0,0,-,0,0,-,0,0,-,2,4,6,0,3,2,0,3,4
Tyrese Haliburton,SAC,@HOU,12/31/2020,L,27,11,4,9,44.4,2,4,50.0,1,2,50.0,0,2,2,1,2,0,1,2,-12
Marvin Bagley III,SAC,@HOU,12/31/2020,L,26,4,1,9,11.1,0,0,-,2,2,100,4,4,8,1,0,1,3,0,-3
De'Aaron Fox,SAC,@HOU,12/31/2020,L,35,22,9,23,39.1,1,7,14.3,3,6,50.0,2,3,5,6,4,1,2,2,-3
Buddy Hield,SAC,@HOU,12/31/2020,L,38,19,7,18,38.9,5,15,33.3,0,0,-,0,3,3,5,0,1,2,3,-7
Richaun Holmes,SAC,@HOU,12/31/2020,L,36,22,10,13,76.9,0,0,-,2,2,100,4,9,13,2,2,1,1,5,-2
Harrison Barnes,SAC,@HOU,12/31/2020,L,37,24,8,14,57.1,2,5,40.0,6,6,100,2,6,8,1,1,1,1,2,-1
Eric Gordon,HOU,vs.SAC,12/31/2020,W,26,17,6,12,50.0,3,8,37.5,2,2,100,1,1,2,0,2,0,2,3,10
James Harden,HOU,vs.SAC,12/31/2020,W,38,33,10,24,41.7,4,11,36.4,9,11,81.8,2,4,6,8,1,1,6,2,8
John Wall,HOU,vs.SAC,12/31/2020,W,37,22,8,20,40.0,2,8,25.0,4,4,100,1,5,6,9,1,1,5,0,2
DeMarcus Cousins,HOU,vs.SAC,12/31/2020,W,14,8,3,5,60.0,1,2,50.0,1,2,50.0,0,1,1,3,0,0,2,0,-4
Christian Wood,HOU,vs.SAC,12/31/2020,W,32,21,9,14,64.3,0,3,0.0,3,4,75.0,3,9,12,3,1,2,1,1,13
Danuel House Jr.,HOU,vs.SAC,12/31/2020,W,28,11,5,6,83.3,1,2,50.0,0,0,-,0,5,5,1,0,0,0,2,7
Sterling Brown,HOU,vs.SAC,12/31/2020,W,12,6,2,2,100,2,2,100,0,0,-,0,1,1,1,1,0,0,2,-3
Jae'Sean Tate,HOU,vs.SAC,12/31/2020,W,21,4,2,3,66.7,0,0,-,0,2,0.0,1,5,6,1,1,0,2,1,2
Hassan Whiteside,SAC,@HOU,12/31/2020,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,1,1,-1
Nemanja Bjelica,SAC,@HOU,12/31/2020,L,16,8,3,4,75.0,1,1,100,1,3,33.3,2,3,5,2,0,0,3,2,2
Cory Joseph,SAC,@HOU,12/31/2020,L,23,9,3,6,50.0,0,1,0.0,3,3,100,0,1,1,5,2,0,1,4,-3
Mike Scott,PHI,@ORL,12/31/2020,W,17,0,0,2,0.0,0,2,0.0,0,0,-,0,4,4,0,0,0,0,1,-1
Seth Curry,PHI,@ORL,12/31/2020,W,25,21,7,12,58.3,5,7,71.4,2,2,100,0,1,1,3,1,0,1,1,24
Joel Embiid,PHI,@ORL,12/31/2020,W,27,21,7,11,63.6,1,2,50.0,6,8,75.0,0,9,9,2,0,2,0,2,23
Ben Simmons,PHI,@ORL,12/31/2020,W,25,9,3,7,42.9,1,1,100,2,2,100,2,8,10,8,2,0,2,3,25
Terrance Ferguson,PHI,@ORL,12/31/2020,W,4,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,1,-3
Shake Milton,PHI,@ORL,12/31/2020,W,25,14,6,15,40.0,1,4,25.0,1,1,100,0,4,4,6,1,2,1,1,15
Matisse Thybulle,PHI,@ORL,12/31/2020,W,18,9,3,5,60.0,2,4,50.0,1,1,100,0,4,4,0,1,2,2,1,5
Vincent Poirier,PHI,@ORL,12/31/2020,W,7,2,1,2,50.0,0,0,-,0,0,-,1,1,2,0,0,1,1,0,-10
Dakota Mathias,PHI,@ORL,12/31/2020,W,6,0,0,3,0.0,0,2,0.0,0,0,-,0,1,1,0,0,0,0,0,-8
Tyrese Maxey,PHI,@ORL,12/31/2020,W,21,10,5,9,55.6,0,0,-,0,0,-,0,2,2,0,1,0,1,2,4
Isaiah Joe,PHI,@ORL,12/31/2020,W,7,0,0,1,0.0,0,1,0.0,0,0,-,0,2,2,0,0,0,1,2,-10
Khem Birch,ORL,vs.PHI,12/31/2020,L,24,6,2,7,28.6,0,0,-,2,2,100,4,3,7,1,1,1,2,2,0
Michael Carter-Williams,ORL,vs.PHI,12/31/2020,L,27,10,3,11,27.3,0,2,0.0,4,4,100,2,4,6,1,0,1,0,1,-14
Evan Fournier,ORL,vs.PHI,12/31/2020,L,8,3,1,3,33.3,0,2,0.0,1,1,100,0,1,1,2,0,0,0,1,-11
Nikola Vucevic,ORL,vs.PHI,12/31/2020,L,24,19,8,15,53.3,3,6,50.0,0,0,-,2,8,10,3,0,0,0,3,-29
Aaron Gordon,ORL,vs.PHI,12/31/2020,L,21,6,1,8,12.5,0,4,0.0,4,5,80.0,0,3,3,1,0,2,2,0,-23
Markelle Fultz,ORL,vs.PHI,12/31/2020,L,24,9,4,11,36.4,0,1,0.0,1,1,100,0,2,2,4,1,1,2,3,-31
Dwayne Bacon,ORL,vs.PHI,12/31/2020,L,28,10,4,9,44.4,1,3,33.3,1,2,50.0,0,3,3,1,0,0,2,1,-27
Gary Clark,ORL,vs.PHI,12/31/2020,L,10,3,1,2,50.0,0,1,0.0,1,1,100,0,2,2,0,0,0,0,0,0
Chuma Okeke,ORL,vs.PHI,12/31/2020,L,17,6,2,4,50.0,2,4,50.0,0,0,-,0,1,1,1,0,0,1,1,-6
Jordan Bone,ORL,vs.PHI,12/31/2020,L,9,4,2,4,50.0,0,1,0.0,0,0,-,1,1,2,1,0,0,0,0,5
Cole Anthony,ORL,vs.PHI,12/31/2020,L,30,16,5,18,27.8,1,4,25.0,5,5,100,1,6,7,2,0,0,2,2,-9
Karim Mane,ORL,vs.PHI,12/31/2020,L,19,0,0,3,0.0,0,0,-,0,0,-,0,4,4,0,0,0,0,1,5
Dwight Howard,PHI,@ORL,12/31/2020,W,14,7,3,4,75.0,1,1,100,0,0,-,1,4,5,1,1,1,3,4,6
Danny Green,PHI,@ORL,12/31/2020,W,18,3,1,4,25.0,1,4,25.0,0,0,-,0,0,0,0,0,1,1,3,14
Tobias Harris,PHI,@ORL,12/31/2020,W,27,20,8,15,53.3,3,4,75.0,1,1,100,3,6,9,3,0,1,1,2,30
Deni Avdija,WAS,vs.CHI,12/31/2020,L,25,6,2,5,40.0,0,3,0.0,2,2,100,1,3,4,3,0,0,0,1,5
Rui Hachimura,WAS,vs.CHI,12/31/2020,L,25,17,5,8,62.5,2,2,100,5,8,62.5,2,3,5,3,1,0,2,1,13
Moritz Wagner,WAS,vs.CHI,12/31/2020,L,7,5,2,3,66.7,1,1,100,0,0,-,1,1,2,0,0,0,0,4,-3
